"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"638",35,"technician","married","professional.course","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"639",45,"unknown","married","unknown","unknown","no","no","telephone","may","wed",13,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"640",32,"services","single","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"641",49,"self-employed","single","basic.9y","no","no","no","telephone","may","mon",10,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"642",30,"student","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
"643",33,"technician","married","high.school","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"644",38,"admin.","married","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"645",35,"technician","married","professional.course","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"646",57,"retired","married","basic.6y","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"647",21,"student","single","basic.9y","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.884,4991.6,"no"
"648",33,"self-employed","married","basic.4y","no","no","no","cellular","aug","wed",7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"649",60,"retired","divorced","basic.4y","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"no"
"650",41,"technician","single","university.degree","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"651",32,"management","married","university.degree","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"652",71,"retired","married","basic.4y","no","yes","no","cellular","oct","thu",1,999,1,"failure",-3.4,92.431,-26.9,0.754,5017.5,"yes"
"653",50,"admin.","married","basic.9y","no","unknown","unknown","cellular","may","thu",6,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"654",53,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"655",32,"technician","single","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"656",53,"blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"657",58,"admin.","married","basic.6y","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"658",30,"technician","single","professional.course","no","yes","no","cellular","aug","thu",12,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"659",29,"technician","married","professional.course","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"660",43,"unemployed","married","basic.4y","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"661",56,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"662",37,"services","married","high.school","unknown","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"663",37,"technician","married","university.degree","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"664",23,"admin.","single","high.school","no","yes","no","cellular","may","thu",1,10,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"no"
"665",53,"services","married","high.school","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"666",41,"admin.","married","university.degree","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"667",57,"retired","unknown","basic.4y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"668",30,"technician","married","high.school","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"669",48,"management","married","university.degree","unknown","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"670",46,"entrepreneur","single","university.degree","no","yes","yes","cellular","apr","mon",12,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"671",33,"management","single","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
"672",34,"technician","married","basic.9y","no","yes","no","cellular","nov","fri",2,999,2,"failure",-3.4,92.649,-30.1,0.716,5017.5,"no"
"673",54,"retired","married","basic.4y","no","yes","no","cellular","apr","fri",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"674",33,"management","married","university.degree","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"675",33,"technician","married","professional.course","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"676",49,"admin.","single","unknown","unknown","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"677",35,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"678",39,"entrepreneur","married","university.degree","unknown","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"679",47,"self-employed","married","basic.4y","unknown","unknown","unknown","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"680",88,"retired","married","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"no"
"681",38,"unknown","married","unknown","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"682",35,"self-employed","single","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"683",57,"technician","divorced","university.degree","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"684",29,"admin.","single","basic.9y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"685",70,"admin.","married","basic.4y","no","no","no","cellular","sep","tue",1,3,1,"success",-3.4,92.379,-29.8,0.77,5017.5,"no"
"686",39,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"687",39,"blue-collar","married","professional.course","unknown","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"688",45,"technician","married","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"689",44,"admin.","married","basic.6y","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"690",35,"blue-collar","single","university.degree","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"691",30,"technician","single","professional.course","no","unknown","unknown","telephone","sep","tue",1,12,2,"failure",-1.1,94.199,-37.5,0.877,4963.6,"yes"
"692",28,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"693",51,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"694",34,"blue-collar","married","professional.course","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"695",30,"technician","divorced","professional.course","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"696",48,"management","married","university.degree","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"697",25,"services","single","basic.9y","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"698",54,"services","married","high.school","no","yes","no","cellular","aug","thu",9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
"699",32,"admin.","single","university.degree","no","yes","no","cellular","oct","wed",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,"no"
"700",34,"management","single","professional.course","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"701",35,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"702",37,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"703",28,"blue-collar","single","basic.6y","unknown","unknown","unknown","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"704",50,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"705",32,"blue-collar","single","high.school","no","no","no","telephone","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"706",39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"707",34,"admin.","married","university.degree","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"708",29,"admin.","single","university.degree","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"709",46,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",5,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"no"
"710",28,"self-employed","single","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes"
"711",57,"retired","married","unknown","unknown","no","no","cellular","aug","fri",6,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"712",51,"admin.","divorced","high.school","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"713",50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"714",59,"retired","divorced","basic.4y","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"715",28,"admin.","single","university.degree","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"716",50,"management","single","university.degree","no","unknown","unknown","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"717",38,"admin.","divorced","university.degree","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"718",38,"housemaid","single","high.school","no","yes","no","cellular","mar","fri",1,10,1,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes"
"719",40,"self-employed","married","high.school","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"720",44,"admin.","divorced","high.school","no","yes","no","telephone","oct","tue",1,999,0,"nonexistent",-0.1,93.798,-40.4,4.968,5195.8,"yes"
"721",31,"services","single","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"722",51,"management","married","university.degree","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"723",56,"admin.","divorced","unknown","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"724",29,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,999,1,"failure",-2.9,92.201,-31.4,0.851,5076.2,"no"
"725",33,"services","divorced","high.school","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"726",47,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"727",55,"unknown","married","unknown","unknown","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"728",39,"admin.","single","university.degree","no","yes","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"729",32,"management","married","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"730",43,"admin.","married","high.school","no","no","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"731",46,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",6,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"732",29,"management","single","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"733",32,"technician","married","university.degree","no","no","yes","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"734",51,"technician","married","basic.9y","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
"735",42,"technician","married","university.degree","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"736",46,"housemaid","married","basic.4y","no","unknown","unknown","cellular","aug","thu",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.829,5076.2,"no"
"737",43,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"738",26,"self-employed","married","university.degree","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"739",57,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"740",37,"management","married","university.degree","no","no","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"741",29,"services","married","unknown","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"742",29,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"743",29,"technician","single","university.degree","no","yes","yes","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"744",28,"admin.","single","high.school","no","yes","no","cellular","mar","fri",2,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"no"
"745",58,"retired","married","high.school","unknown","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"746",32,"services","married","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"747",52,"technician","married","basic.9y","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"748",32,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"749",42,"admin.","single","high.school","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"750",48,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"751",23,"blue-collar","single","high.school","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"752",60,"retired","married","basic.6y","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"753",33,"management","married","university.degree","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"754",43,"services","single","university.degree","no","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"755",54,"entrepreneur","divorced","high.school","unknown","no","yes","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"756",26,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,"no"
"757",40,"services","married","high.school","no","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
"758",26,"services","single","high.school","no","yes","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"759",22,"housemaid","single","high.school","no","yes","yes","cellular","jul","mon",12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"760",44,"admin.","married","university.degree","no","no","no","cellular","aug","wed",2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"no"
"761",76,"management","married","unknown","no","no","no","cellular","sep","fri",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.803,5017.5,"no"
