"","X","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"3418",3418,48,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3419",3419,35,"entrepreneur","married","basic.9y","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3420",3420,47,"admin.","single","unknown","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3421",3421,40,"management","married","university.degree","no","no","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"3422",3422,32,"management","married","university.degree","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3423",3423,44,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3424",3424,30,"self-employed","married","professional.course","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3425",3425,40,"services","single","basic.6y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"3426",3426,48,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3427",3427,31,"admin.","single","high.school","no","yes","yes","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3428",3428,48,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"3429",3429,34,"services","married","high.school","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"3430",3430,39,"admin.","married","university.degree","no","no","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3431",3431,57,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"3432",3432,32,"technician","single","university.degree","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3433",3433,38,"blue-collar","unknown","high.school","no","no","no","cellular","may","wed",1,6,1,"success",-1.8,92.893,-46.2,1.334,5099.1,"no"
"3434",3434,49,"services","married","high.school","unknown","yes","no","telephone","jun","tue",5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"3435",3435,48,"technician","married","professional.course","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3436",3436,32,"services","married","high.school","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3437",3437,48,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3438",3438,35,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"3439",3439,40,"admin.","married","university.degree","unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3440",3440,26,"admin.","single","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3441",3441,28,"admin.","single","university.degree","no","no","no","cellular","jun","mon",1,999,1,"failure",-2.9,92.963,-40.8,1.266,5076.2,"yes"
"3442",3442,43,"admin.","single","university.degree","no","no","yes","cellular","aug","wed",7,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
"3443",3443,30,"technician","single","professional.course","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3444",3444,26,"student","single","high.school","no","no","no","cellular","jul","tue",1,999,1,"failure",-1.7,94.215,-40.3,0.893,4991.6,"no"
"3445",3445,42,"management","married","university.degree","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3446",3446,46,"admin.","married","high.school","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3447",3447,36,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3448",3448,33,"admin.","divorced","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
"3449",3449,43,"housemaid","married","basic.4y","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3450",3450,55,"admin.","single","university.degree","unknown","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3451",3451,47,"technician","married","high.school","unknown","yes","no","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"3452",3452,47,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3453",3453,45,"blue-collar","divorced","high.school","unknown","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3454",3454,31,"management","single","university.degree","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3455",3455,31,"admin.","single","high.school","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3456",3456,29,"technician","single","professional.course","no","no","no","telephone","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3457",3457,48,"admin.","married","high.school","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"3458",3458,36,"admin.","married","university.degree","no","no","no","cellular","aug","thu",2,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,"no"
"3459",3459,47,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3460",3460,26,"blue-collar","single","basic.6y","unknown","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3461",3461,35,"management","married","university.degree","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3462",3462,45,"unemployed","married","basic.9y","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
"3463",3463,31,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"3464",3464,29,"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,999,1,"failure",-1.7,94.055,-39.8,0.727,4991.6,"yes"
"3465",3465,30,"admin.","single","university.degree","no","no","no","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
"3466",3466,34,"services","married","high.school","no","no","yes","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"3467",3467,59,"management","married","university.degree","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"3468",3468,47,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3469",3469,29,"admin.","married","high.school","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3470",3470,60,"retired","married","basic.4y","no","no","no","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"yes"
"3471",3471,28,"management","single","unknown","no","no","no","telephone","may","mon",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3472",3472,46,"technician","married","university.degree","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"3473",3473,34,"technician","married","professional.course","unknown","yes","no","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3474",3474,36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"3475",3475,32,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3476",3476,50,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","fri",9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3477",3477,31,"self-employed","married","university.degree","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"3478",3478,32,"admin.","divorced","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3479",3479,37,"services","married","high.school","no","no","yes","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3480",3480,35,"unemployed","married","basic.4y","unknown","unknown","unknown","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3481",3481,49,"technician","married","professional.course","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3482",3482,43,"management","married","university.degree","unknown","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3483",3483,35,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"3484",3484,48,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3485",3485,53,"management","married","university.degree","unknown","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3486",3486,45,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3487",3487,29,"services","married","high.school","unknown","unknown","unknown","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3488",3488,35,"admin.","married","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3489",3489,42,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3490",3490,30,"admin.","single","high.school","no","yes","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"3491",3491,27,"services","married","high.school","no","yes","yes","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"3492",3492,53,"services","married","university.degree","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"3493",3493,42,"admin.","married","basic.6y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3494",3494,26,"admin.","single","high.school","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"3495",3495,46,"admin.","divorced","professional.course","no","no","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3496",3496,41,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"3497",3497,63,"retired","married","basic.4y","no","yes","no","cellular","nov","tue",3,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
"3498",3498,36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3499",3499,50,"blue-collar","married","unknown","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"3500",3500,29,"services","divorced","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"3501",3501,33,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3502",3502,44,"management","married","unknown","no","no","no","telephone","apr","tue",2,999,1,"failure",-1.8,93.749,-34.6,0.646,5008.7,"yes"
"3503",3503,54,"self-employed","married","university.degree","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"3504",3504,58,"retired","married","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"3505",3505,42,"entrepreneur","married","basic.6y","no","yes","yes","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"3506",3506,49,"blue-collar","divorced","professional.course","no","yes","no","cellular","may","mon",9,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"3507",3507,28,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"3508",3508,39,"management","divorced","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
"3509",3509,38,"blue-collar","married","unknown","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"3510",3510,42,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3511",3511,29,"admin.","single","professional.course","no","yes","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"3512",3512,35,"blue-collar","married","high.school","unknown","no","no","telephone","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3513",3513,56,"retired","divorced","basic.4y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"3514",3514,56,"services","single","high.school","no","yes","no","cellular","nov","fri",6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3515",3515,53,"services","married","unknown","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"3516",3516,54,"technician","married","professional.course","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3517",3517,40,"admin.","divorced","university.degree","no","no","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes"
"3518",3518,32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3519",3519,33,"technician","married","professional.course","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"3520",3520,36,"technician","single","university.degree","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3521",3521,49,"technician","married","high.school","unknown","no","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3522",3522,32,"technician","single","basic.9y","no","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3523",3523,38,"blue-collar","married","basic.9y","unknown","no","yes","cellular","apr","fri",2,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3524",3524,41,"management","married","university.degree","no","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3525",3525,26,"student","single","high.school","no","no","no","telephone","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3526",3526,50,"self-employed","married","professional.course","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3527",3527,41,"entrepreneur","divorced","university.degree","no","yes","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3528",3528,43,"admin.","married","professional.course","no","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3529",3529,56,"technician","married","unknown","unknown","yes","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3530",3530,37,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
"3531",3531,58,"retired","married","professional.course","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3532",3532,28,"blue-collar","married","basic.9y","unknown","yes","no","telephone","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3533",3533,25,"services","single","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3534",3534,51,"admin.","married","high.school","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"3535",3535,29,"admin.","single","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3536",3536,50,"management","married","university.degree","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3537",3537,30,"technician","married","professional.course","no","yes","no","cellular","oct","tue",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.737,5017.5,"yes"
"3538",3538,38,"unemployed","single","high.school","no","yes","no","cellular","dec","mon",3,10,1,"success",-3,92.713,-33,0.717,5023.5,"no"
"3539",3539,40,"admin.","married","university.degree","unknown","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
