"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
41,"admin.","single","basic.6y","no","unknown","unknown","telephone","may","wed",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
43,"self-employed","single","high.school","unknown","no","no","cellular","may","wed",364,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
19,"student","single","basic.9y","no","no","no","cellular","aug","mon",96,1,3,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"no"
41,"self-employed","married","basic.4y","unknown","no","no","cellular","jul","wed",133,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"admin.","married","high.school","no","yes","no","cellular","may","tue",137,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"technician","married","university.degree","no","yes","yes","telephone","jun","thu",460,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
40,"management","married","university.degree","no","yes","no","cellular","jul","mon",638,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
49,"technician","married","professional.course","no","yes","no","cellular","aug","tue",75,1,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"no"
55,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",323,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"entrepreneur","single","professional.course","no","yes","no","cellular","mar","fri",373,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
51,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","thu",152,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"management","single","university.degree","no","no","yes","telephone","may","fri",71,11,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
50,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",371,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
51,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",673,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
43,"admin.","divorced","high.school","no","no","no","telephone","jun","tue",319,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
41,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",583,11,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"yes"
33,"technician","single","professional.course","no","no","yes","cellular","aug","tue",501,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"technician","married","professional.course","no","no","yes","telephone","may","fri",335,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",352,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",364,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"unemployed","married","professional.course","no","no","no","telephone","may","mon",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","single","high.school","no","no","no","telephone","jun","wed",295,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
28,"services","single","high.school","no","no","yes","telephone","may","mon",200,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",151,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"technician","divorced","professional.course","no","no","yes","cellular","may","wed",445,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
50,"technician","married","professional.course","no","no","no","cellular","aug","wed",467,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
49,"blue-collar","single","unknown","unknown","yes","no","cellular","may","fri",347,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
56,"admin.","divorced","university.degree","no","yes","no","cellular","nov","fri",11,5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
54,"management","married","university.degree","no","no","no","telephone","jun","tue",84,15,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"admin.","married","university.degree","no","no","no","cellular","aug","thu",63,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
34,"technician","divorced","university.degree","no","no","no","cellular","jul","thu",91,10,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"services","single","professional.course","unknown","no","no","telephone","may","wed",314,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
42,"admin.","divorced","university.degree","no","no","yes","telephone","may","fri",161,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","married","high.school","no","no","no","telephone","may","mon",316,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"student","single","university.degree","no","unknown","unknown","cellular","may","fri",1027,2,999,0,"nonexistent",-1.8,93.876,-40,0.695,5008.7,"yes"
48,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",27,1,999,2,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
32,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",210,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"retired","married","high.school","unknown","yes","yes","cellular","aug","tue",37,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"technician","married","high.school","no","yes","no","cellular","aug","wed",67,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
57,"management","married","university.degree","no","no","no","telephone","may","mon",461,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"self-employed","divorced","university.degree","no","no","no","cellular","aug","thu",182,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"admin.","married","university.degree","no","yes","no","telephone","may","thu",70,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"technician","divorced","professional.course","no","yes","no","cellular","apr","fri",172,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
44,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","mon",425,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",63,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
46,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",67,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
31,"technician","single","professional.course","no","yes","no","cellular","aug","thu",126,10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",58,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
38,"services","single","high.school","no","yes","no","telephone","may","thu",685,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"management","married","university.degree","no","no","no","cellular","aug","tue",104,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
44,"services","divorced","basic.6y","no","yes","no","cellular","aug","wed",153,3,0,1,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes"
32,"blue-collar","married","basic.9y","no","no","no","telephone","jun","fri",93,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"technician","divorced","professional.course","no","no","no","cellular","aug","fri",780,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
56,"services","single","high.school","no","yes","yes","cellular","nov","fri",12,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
46,"unknown","married","basic.4y","unknown","no","no","telephone","may","fri",232,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",76,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"admin.","single","university.degree","unknown","no","yes","telephone","may","fri",297,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
31,"services","married","high.school","no","yes","no","cellular","jun","wed",591,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
23,"management","single","university.degree","no","no","no","cellular","jul","thu",271,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
36,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","tue",30,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
29,"technician","single","high.school","no","no","no","cellular","may","mon",158,1,13,3,"failure",-1.8,93.876,-40,0.701,5008.7,"no"
56,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","aug","mon",126,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
27,"admin.","single","professional.course","no","yes","yes","telephone","apr","thu",117,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
34,"admin.","single","basic.9y","unknown","no","no","telephone","may","mon",453,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",118,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"services","married","high.school","no","no","no","telephone","jun","thu",316,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
47,"admin.","married","university.degree","no","no","no","telephone","jun","mon",216,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
31,"entrepreneur","unknown","university.degree","no","no","no","cellular","oct","thu",164,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
34,"management","single","university.degree","no","yes","no","cellular","may","fri",175,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
35,"services","married","basic.9y","no","yes","yes","telephone","may","thu",442,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
60,"retired","married","basic.4y","no","no","no","cellular","oct","mon",599,1,999,1,"failure",-3.4,92.431,-26.9,0.739,5017.5,"no"
32,"technician","single","professional.course","no","no","yes","cellular","aug","fri",82,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"management","married","basic.9y","no","yes","no","cellular","may","tue",328,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
57,"technician","divorced","basic.4y","no","yes","no","telephone","may","thu",452,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"blue-collar","married","unknown","unknown","yes","no","telephone","jul","tue",49,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
43,"admin.","married","university.degree","unknown","no","no","telephone","may","fri",266,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
28,"admin.","married","university.degree","no","no","no","cellular","jul","mon",140,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"technician","single","university.degree","unknown","yes","no","telephone","jun","mon",405,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
28,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",120,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","single","university.degree","no","yes","no","telephone","jun","fri",136,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
52,"technician","married","high.school","no","no","no","cellular","dec","fri",406,1,999,1,"failure",-3,92.713,-33,0.71,5023.5,"yes"
59,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","fri",127,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
79,"housemaid","married","basic.4y","no","no","no","cellular","aug","fri",126,1,3,2,"success",-2.9,92.201,-31.4,0.849,5076.2,"yes"
35,"blue-collar","married","basic.4y","no","no","yes","cellular","may","mon",285,2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
33,"unemployed","single","university.degree","no","no","no","cellular","aug","thu",126,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
38,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","thu",922,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes"
30,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",623,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
45,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",10,16,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"admin.","single","university.degree","no","no","no","cellular","nov","thu",365,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
37,"admin.","single","university.degree","no","yes","no","cellular","may","fri",105,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
41,"technician","married","university.degree","no","yes","no","cellular","aug","thu",511,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
41,"admin.","married","university.degree","no","no","yes","cellular","jul","mon",396,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
29,"self-employed","married","university.degree","no","no","no","cellular","may","tue",94,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
31,"technician","single","high.school","no","yes","no","cellular","nov","wed",77,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
50,"management","divorced","university.degree","unknown","no","no","telephone","apr","mon",475,6,999,1,"failure",-1.8,93.075,-47.1,1.466,5099.1,"yes"
44,"entrepreneur","divorced","basic.4y","no","no","no","cellular","jul","fri",170,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"management","divorced","university.degree","no","no","no","cellular","apr","mon",611,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","fri",261,1,6,1,"success",-1.7,94.027,-38.3,0.898,4991.6,"yes"
33,"management","married","university.degree","no","no","no","telephone","may","mon",405,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","thu",187,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"admin.","single","high.school","no","no","no","cellular","may","wed",177,1,13,1,"success",-1.8,93.876,-40,0.682,5008.7,"no"
57,"self-employed","married","university.degree","unknown","yes","no","telephone","jun","thu",318,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
28,"services","married","high.school","no","no","no","cellular","jul","tue",262,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"technician","married","professional.course","no","yes","no","cellular","nov","wed",82,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",910,2,6,3,"success",-1.8,93.369,-34.8,0.643,5008.7,"yes"
37,"technician","single","professional.course","no","yes","no","cellular","aug","thu",286,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
48,"admin.","married","university.degree","no","no","no","telephone","oct","wed",98,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.936,5195.8,"yes"
32,"blue-collar","single","basic.4y","no","yes","yes","cellular","may","wed",1805,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
58,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",76,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
38,"unknown","married","basic.6y","no","no","no","telephone","jun","wed",75,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"technician","married","professional.course","no","yes","no","telephone","may","mon",594,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
65,"retired","married","high.school","no","yes","yes","cellular","oct","fri",344,2,12,1,"success",-1.1,94.601,-49.5,1.029,4963.6,"yes"
42,"self-employed","married","university.degree","no","no","no","cellular","apr","tue",133,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
43,"technician","married","high.school","no","no","no","cellular","jul","wed",322,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
34,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",142,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
41,"management","married","university.degree","no","no","no","telephone","may","mon",97,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
55,"housemaid","married","unknown","no","no","no","cellular","jun","fri",133,1,999,1,"failure",-2.9,92.963,-40.8,1.268,5076.2,"no"
34,"technician","married","high.school","no","no","no","cellular","aug","mon",256,8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
35,"services","married","basic.9y","no","no","no","telephone","may","thu",95,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"technician","married","professional.course","no","no","no","telephone","may","thu",65,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
39,"management","married","university.degree","no","no","no","cellular","aug","fri",31,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
41,"housemaid","married","basic.6y","unknown","no","no","telephone","jun","fri",126,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
42,"management","married","university.degree","no","yes","no","cellular","may","mon",568,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
52,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",186,6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
37,"admin.","married","high.school","no","no","no","telephone","apr","tue",426,2,999,0,"nonexistent",-1.8,93.749,-34.6,0.646,5008.7,"yes"
59,"retired","married","high.school","no","unknown","unknown","telephone","aug","thu",204,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",204,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
